Date,Type,Description,Account_Type,Card_Name,Amount,Category
2025-02-08,Expense,Food & Drink Purchase,Personal,Platinum Mastercard *1820,-121.41,Food & Drink
2025-02-09,Expense,Supply Warehouse,Business,Business Checking *9901,-441.45,Services
2025-02-09,Expense,Sub: Adobe CC,Business,Business Checking *9901,-54.99,Services
2025-02-10,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1242.61,Services
2025-02-10,Transfer,Owner Payout,Business,Business Checking *9901,-6666.67,Bills
2025-02-10,Transfer,Transfer from Business,Personal,Adv SafeBalance *2290,6666.67,Services
2025-02-11,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1954.98,Services
2025-02-11,Expense,Sub: ChatGPT Plus,Business,Business Checking *9901,-20.0,Services
2025-02-11,Expense,Health Purchase,Personal,Travel Rewards *5541,-196.69,Health
2025-02-12,Transfer,CC Pmt 1820,Personal,Adv SafeBalance *2290,-2192.16,Bills
2025-02-12,Payment,Payment Received,Personal,Platinum Mastercard *1820,2192.16,Bills
2025-02-12,Transfer,CC Pmt 5541,Personal,Adv SafeBalance *2290,-2080.87,Bills
2025-02-12,Payment,Payment Received,Personal,Travel Rewards *5541,2080.87,Bills
2025-02-12,Expense,Travel Purchase,Personal,Travel Rewards *5541,-147.55,Travel
2025-02-13,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1059.36,Services
2025-02-13,Expense,Sub: iCloud+,Personal,Platinum Mastercard *1820,-9.99,Bills
2025-02-13,Expense,Food & Drink Purchase,Personal,Platinum Mastercard *1820,-185.7,Food & Drink
2025-02-14,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1159.91,Services
2025-02-14,Expense,Supply Warehouse,Business,Business Checking *9901,-160.67,Services
2025-02-14,Expense,Health Purchase,Personal,Platinum Mastercard *1820,-199.23,Health
2025-02-15,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2037.65,Services
2025-02-15,Expense,Sub: Hulu,Personal,Travel Rewards *5541,-14.99,Entertainment
2025-02-15,Expense,Food & Drink Purchase,Personal,Platinum Mastercard *1820,-121.48,Food & Drink
2025-02-17,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2839.59,Services
2025-02-17,Expense,Sub: Microsoft 365,Business,Business Checking *9901,-6.99,Services
2025-02-17,Expense,Shopping Purchase,Personal,Platinum Mastercard *1820,-72.16,Shopping
2025-02-18,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1114.99,Services
2025-02-19,Expense,Sub: Playstation Plus,Personal,Platinum Mastercard *1820,-14.99,Entertainment
2025-02-19,Expense,Food & Drink Purchase,Personal,Travel Rewards *5541,-117.94,Food & Drink
2025-02-20,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2362.36,Services
2025-02-20,Expense,Entertainment Purchase,Personal,Travel Rewards *5541,-73.68,Entertainment
2025-02-21,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,920.71,Services
2025-02-22,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1845.93,Services
2025-02-22,Expense,Supply Warehouse,Business,Business Checking *9901,-235.86,Services
2025-02-22,Expense,Entertainment Purchase,Personal,Travel Rewards *5541,-61.65,Entertainment
2025-02-23,Expense,Entertainment Purchase,Personal,Travel Rewards *5541,-74.85,Entertainment
2025-02-24,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1289.7,Services
2025-02-24,Expense,Travel Purchase,Personal,Platinum Mastercard *1820,-138.17,Travel
2025-02-25,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2713.57,Services
2025-02-25,Expense,Supply Warehouse,Business,Business Checking *9901,-142.95,Services
2025-02-25,Expense,Shopping Purchase,Personal,Platinum Mastercard *1820,-53.69,Shopping
2025-02-27,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2313.06,Services
2025-02-27,Expense,Supply Warehouse,Business,Business Checking *9901,-401.74,Services
2025-02-28,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1768.67,Services
2025-02-28,Expense,Supply Warehouse,Business,Business Checking *9901,-428.99,Services
2025-02-28,Expense,Travel Purchase,Personal,Travel Rewards *5541,-131.98,Travel
2025-03-01,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1983.41,Services
2025-03-01,Expense,Rent,Personal,Adv SafeBalance *2290,-2000.0,Bills
2025-03-01,Expense,Sub: Netflix,Personal,Travel Rewards *5541,-19.99,Entertainment
2025-03-02,Expense,Supply Warehouse,Business,Business Checking *9901,-455.96,Services
2025-03-03,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1501.6,Services
2025-03-03,Expense,Supply Warehouse,Business,Business Checking *9901,-282.51,Services
2025-03-03,Expense,Sub: Spotify,Personal,Travel Rewards *5541,-10.99,Entertainment
2025-03-03,Expense,Food & Drink Purchase,Personal,Platinum Mastercard *1820,-154.7,Food & Drink
2025-03-04,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2377.86,Services
2025-03-05,Expense,Sub: YouTube Premium,Personal,Travel Rewards *5541,-13.99,Entertainment
2025-03-05,Expense,Shopping Purchase,Personal,Platinum Mastercard *1820,-183.27,Shopping
2025-03-06,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,936.45,Services
2025-03-06,Expense,Travel Purchase,Personal,Platinum Mastercard *1820,-17.82,Travel
2025-03-07,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2707.13,Services
2025-03-07,Expense,Sub: Amazon Prime,Personal,Platinum Mastercard *1820,-14.99,Shopping
2025-03-07,Expense,Transport Purchase,Personal,Platinum Mastercard *1820,-167.53,Transport
2025-03-08,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1062.6,Services
2025-03-08,Expense,Supply Warehouse,Business,Business Checking *9901,-460.39,Services
2025-03-08,Expense,Health Purchase,Personal,Platinum Mastercard *1820,-90.21,Health
2025-03-09,Expense,Supply Warehouse,Business,Business Checking *9901,-276.24,Services
2025-03-09,Expense,Sub: Adobe CC,Business,Business Checking *9901,-54.99,Services
2025-03-09,Expense,Transport Purchase,Personal,Travel Rewards *5541,-61.06,Transport
2025-03-10,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1675.76,Services
2025-03-10,Expense,Supply Warehouse,Business,Business Checking *9901,-509.54,Services
2025-03-10,Transfer,Owner Payout,Business,Business Checking *9901,-6666.67,Bills
2025-03-10,Transfer,Transfer from Business,Personal,Adv SafeBalance *2290,6666.67,Services
2025-03-10,Expense,Health Purchase,Personal,Platinum Mastercard *1820,-75.3,Health
2025-03-11,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1074.8,Services
2025-03-11,Expense,Sub: ChatGPT Plus,Business,Business Checking *9901,-20.0,Services
2025-03-12,Transfer,CC Pmt 1820,Personal,Adv SafeBalance *2290,-1881.1,Bills
2025-03-12,Payment,Payment Received,Personal,Platinum Mastercard *1820,1881.1,Bills
2025-03-12,Transfer,CC Pmt 5541,Personal,Adv SafeBalance *2290,-2024.21,Bills
2025-03-12,Payment,Payment Received,Personal,Travel Rewards *5541,2024.21,Bills
2025-03-13,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1137.47,Services
2025-03-13,Expense,Sub: iCloud+,Personal,Platinum Mastercard *1820,-9.99,Bills
2025-03-13,Expense,Travel Purchase,Personal,Travel Rewards *5541,-56.97,Travel
2025-03-14,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2089.54,Services
2025-03-14,Expense,Supply Warehouse,Business,Business Checking *9901,-252.56,Services
2025-03-15,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1073.21,Services
2025-03-15,Expense,Sub: Hulu,Personal,Travel Rewards *5541,-14.99,Entertainment
2025-03-15,Expense,Food & Drink Purchase,Personal,Travel Rewards *5541,-174.38,Food & Drink
2025-03-16,Expense,Health Purchase,Personal,Platinum Mastercard *1820,-98.27,Health
2025-03-17,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2578.07,Services
2025-03-17,Expense,Sub: Microsoft 365,Business,Business Checking *9901,-6.99,Services
2025-03-18,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1375.37,Services
2025-03-19,Expense,Sub: Playstation Plus,Personal,Platinum Mastercard *1820,-14.99,Entertainment
2025-03-19,Expense,Transport Purchase,Personal,Travel Rewards *5541,-44.59,Transport
2025-03-20,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1569.88,Services
2025-03-20,Expense,Shopping Purchase,Personal,Platinum Mastercard *1820,-44.9,Shopping
2025-03-21,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2095.99,Services
2025-03-21,Expense,Health Purchase,Personal,Platinum Mastercard *1820,-73.14,Health
2025-03-22,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1816.96,Services
2025-03-22,Expense,Food & Drink Purchase,Personal,Travel Rewards *5541,-87.98,Food & Drink
2025-03-23,Expense,Supply Warehouse,Business,Business Checking *9901,-312.09,Services
2025-03-23,Expense,Shopping Purchase,Personal,Platinum Mastercard *1820,-103.92,Shopping
2025-03-24,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1983.72,Services
2025-03-24,Expense,Supply Warehouse,Business,Business Checking *9901,-146.69,Services
2025-03-25,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1540.92,Services
2025-03-25,Expense,Health Purchase,Personal,Travel Rewards *5541,-150.2,Health
2025-03-27,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2672.33,Services
2025-03-28,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1504.93,Services
2025-03-29,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1191.66,Services
2025-03-30,Expense,Supply Warehouse,Business,Business Checking *9901,-345.86,Services
2025-03-30,Expense,Entertainment Purchase,Personal,Travel Rewards *5541,-71.85,Entertainment
2025-03-31,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2940.28,Services
2025-03-31,Expense,Supply Warehouse,Business,Business Checking *9901,-350.75,Services
2025-03-31,Expense,Food & Drink Purchase,Personal,Platinum Mastercard *1820,-181.76,Food & Drink
2025-04-01,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1620.31,Services
2025-04-01,Expense,Rent,Personal,Adv SafeBalance *2290,-2000.0,Bills
2025-04-01,Expense,Sub: Netflix,Personal,Travel Rewards *5541,-19.99,Entertainment
2025-04-03,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2687.04,Services
2025-04-03,Expense,Sub: Spotify,Personal,Travel Rewards *5541,-10.99,Entertainment
2025-04-03,Expense,Travel Purchase,Personal,Platinum Mastercard *1820,-176.12,Travel
2025-04-04,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2616.04,Services
2025-04-04,Expense,Shopping Purchase,Personal,Platinum Mastercard *1820,-104.19,Shopping
2025-04-05,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2889.43,Services
2025-04-05,Expense,Sub: YouTube Premium,Personal,Travel Rewards *5541,-13.99,Entertainment
2025-04-06,Expense,Entertainment Purchase,Personal,Travel Rewards *5541,-33.06,Entertainment
2025-04-07,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2472.8,Services
2025-04-07,Expense,Sub: Amazon Prime,Personal,Platinum Mastercard *1820,-14.99,Shopping
2025-04-08,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1107.24,Services
2025-04-08,Expense,Supply Warehouse,Business,Business Checking *9901,-233.57,Services
2025-04-08,Expense,Shopping Purchase,Personal,Platinum Mastercard *1820,-186.68,Shopping
2025-04-09,Expense,Sub: Adobe CC,Business,Business Checking *9901,-54.99,Services
2025-04-09,Expense,Food & Drink Purchase,Personal,Travel Rewards *5541,-178.65,Food & Drink
2025-04-10,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2659.01,Services
2025-04-10,Expense,Supply Warehouse,Business,Business Checking *9901,-211.67,Services
2025-04-10,Transfer,Owner Payout,Business,Business Checking *9901,-6666.67,Bills
2025-04-10,Transfer,Transfer from Business,Personal,Adv SafeBalance *2290,6666.67,Services
2025-04-10,Expense,Transport Purchase,Personal,Travel Rewards *5541,-143.08,Transport
2025-04-11,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2797.19,Services
2025-04-11,Expense,Supply Warehouse,Business,Business Checking *9901,-107.84,Services
2025-04-11,Expense,Sub: ChatGPT Plus,Business,Business Checking *9901,-20.0,Services
2025-04-11,Expense,Food & Drink Purchase,Personal,Travel Rewards *5541,-69.3,Food & Drink
2025-04-12,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1575.78,Services
2025-04-12,Transfer,CC Pmt 1820,Personal,Adv SafeBalance *2290,-1466.77,Bills
2025-04-12,Payment,Payment Received,Personal,Platinum Mastercard *1820,1466.77,Bills
2025-04-12,Transfer,CC Pmt 5541,Personal,Adv SafeBalance *2290,-1577.7,Bills
2025-04-12,Payment,Payment Received,Personal,Travel Rewards *5541,1577.7,Bills
2025-04-12,Expense,Transport Purchase,Personal,Platinum Mastercard *1820,-175.8,Transport
2025-04-13,Expense,Sub: iCloud+,Personal,Platinum Mastercard *1820,-9.99,Bills
2025-04-13,Expense,Entertainment Purchase,Personal,Platinum Mastercard *1820,-39.34,Entertainment
2025-04-14,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1087.24,Services
2025-04-14,Expense,Transport Purchase,Personal,Travel Rewards *5541,-199.44,Transport
2025-04-15,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1191.25,Services
2025-04-15,Expense,Supply Warehouse,Business,Business Checking *9901,-406.26,Services
2025-04-15,Expense,Sub: Hulu,Personal,Travel Rewards *5541,-14.99,Entertainment
2025-04-15,Expense,Health Purchase,Personal,Travel Rewards *5541,-110.83,Health
2025-04-16,Expense,Supply Warehouse,Business,Business Checking *9901,-343.4,Services
2025-04-16,Expense,Shopping Purchase,Personal,Platinum Mastercard *1820,-25.39,Shopping
2025-04-17,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2394.6,Services
2025-04-17,Expense,Sub: Microsoft 365,Business,Business Checking *9901,-6.99,Services
2025-04-17,Expense,Travel Purchase,Personal,Platinum Mastercard *1820,-145.36,Travel
2025-04-18,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1452.43,Services
2025-04-18,Expense,Supply Warehouse,Business,Business Checking *9901,-149.94,Services
2025-04-19,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1129.18,Services
2025-04-19,Expense,Supply Warehouse,Business,Business Checking *9901,-596.51,Services
2025-04-19,Expense,Sub: Playstation Plus,Personal,Platinum Mastercard *1820,-14.99,Entertainment
2025-04-20,Expense,Health Purchase,Personal,Travel Rewards *5541,-153.62,Health
2025-04-21,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,930.06,Services
2025-04-21,Expense,Supply Warehouse,Business,Business Checking *9901,-343.37,Services
2025-04-21,Expense,Food & Drink Purchase,Personal,Travel Rewards *5541,-34.39,Food & Drink
2025-04-22,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1151.38,Services
2025-04-22,Expense,Supply Warehouse,Business,Business Checking *9901,-102.94,Services
2025-04-24,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1324.03,Services
2025-04-24,Expense,Health Purchase,Personal,Platinum Mastercard *1820,-196.35,Health
2025-04-25,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1757.5,Services
2025-04-25,Expense,Supply Warehouse,Business,Business Checking *9901,-502.48,Services
2025-04-25,Expense,Entertainment Purchase,Personal,Travel Rewards *5541,-78.13,Entertainment
2025-04-26,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1343.54,Services
2025-04-26,Expense,Shopping Purchase,Personal,Travel Rewards *5541,-151.82,Shopping
2025-04-27,Expense,Supply Warehouse,Business,Business Checking *9901,-385.98,Services
2025-04-28,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1514.47,Services
2025-04-28,Expense,Health Purchase,Personal,Platinum Mastercard *1820,-82.32,Health
2025-04-29,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1395.56,Services
2025-04-29,Expense,Transport Purchase,Personal,Platinum Mastercard *1820,-18.61,Transport
2025-04-30,Expense,Health Purchase,Personal,Platinum Mastercard *1820,-65.3,Health
2025-05-01,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2213.61,Services
2025-05-01,Expense,Rent,Personal,Adv SafeBalance *2290,-2000.0,Bills
2025-05-01,Expense,Sub: Netflix,Personal,Travel Rewards *5541,-19.99,Entertainment
2025-05-02,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1976.2,Services
2025-05-03,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2390.42,Services
2025-05-03,Expense,Sub: Spotify,Personal,Travel Rewards *5541,-10.99,Entertainment
2025-05-03,Expense,Entertainment Purchase,Personal,Travel Rewards *5541,-188.7,Entertainment
2025-05-04,Expense,Shopping Purchase,Personal,Travel Rewards *5541,-49.59,Shopping
2025-05-05,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2118.0,Services
2025-05-05,Expense,Supply Warehouse,Business,Business Checking *9901,-118.5,Services
2025-05-05,Expense,Sub: YouTube Premium,Personal,Travel Rewards *5541,-13.99,Entertainment
2025-05-05,Expense,Entertainment Purchase,Personal,Travel Rewards *5541,-87.52,Entertainment
2025-05-06,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1632.01,Services
2025-05-07,Expense,Supply Warehouse,Business,Business Checking *9901,-250.77,Services
2025-05-07,Expense,Sub: Amazon Prime,Personal,Platinum Mastercard *1820,-14.99,Shopping
2025-05-08,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2238.36,Services
2025-05-08,Expense,Supply Warehouse,Business,Business Checking *9901,-204.49,Services
2025-05-08,Expense,Transport Purchase,Personal,Travel Rewards *5541,-25.0,Transport
2025-05-09,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2369.72,Services
2025-05-09,Expense,Supply Warehouse,Business,Business Checking *9901,-115.95,Services
2025-05-09,Expense,Sub: Adobe CC,Business,Business Checking *9901,-54.99,Services
2025-05-09,Expense,Travel Purchase,Personal,Travel Rewards *5541,-108.15,Travel
2025-05-10,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1575.75,Services
2025-05-10,Transfer,Owner Payout,Business,Business Checking *9901,-6666.67,Bills
2025-05-10,Transfer,Transfer from Business,Personal,Adv SafeBalance *2290,6666.67,Services
2025-05-10,Expense,Travel Purchase,Personal,Platinum Mastercard *1820,-54.17,Travel
2025-05-11,Expense,Sub: ChatGPT Plus,Business,Business Checking *9901,-20.0,Services
2025-05-11,Expense,Shopping Purchase,Personal,Platinum Mastercard *1820,-106.81,Shopping
2025-05-12,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1016.22,Services
2025-05-12,Transfer,CC Pmt 1820,Personal,Adv SafeBalance *2290,-1945.37,Bills
2025-05-12,Payment,Payment Received,Personal,Platinum Mastercard *1820,1945.37,Bills
2025-05-12,Transfer,CC Pmt 5541,Personal,Adv SafeBalance *2290,-1514.37,Bills
2025-05-12,Payment,Payment Received,Personal,Travel Rewards *5541,1514.37,Bills
2025-05-12,Expense,Food & Drink Purchase,Personal,Platinum Mastercard *1820,-194.88,Food & Drink
2025-05-13,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1440.47,Services
2025-05-13,Expense,Sub: iCloud+,Personal,Platinum Mastercard *1820,-9.99,Bills
2025-05-13,Expense,Entertainment Purchase,Personal,Travel Rewards *5541,-77.51,Entertainment
2025-05-15,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2252.1,Services
2025-05-15,Expense,Sub: Hulu,Personal,Travel Rewards *5541,-14.99,Entertainment
2025-05-15,Expense,Transport Purchase,Personal,Platinum Mastercard *1820,-141.83,Transport
2025-05-16,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1090.37,Services
2025-05-16,Expense,Supply Warehouse,Business,Business Checking *9901,-478.88,Services
2025-05-17,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,924.69,Services
2025-05-17,Expense,Sub: Microsoft 365,Business,Business Checking *9901,-6.99,Services
2025-05-19,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1746.91,Services
2025-05-19,Expense,Supply Warehouse,Business,Business Checking *9901,-431.41,Services
2025-05-19,Expense,Sub: Playstation Plus,Personal,Platinum Mastercard *1820,-14.99,Entertainment
2025-05-20,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2658.85,Services
2025-05-20,Expense,Supply Warehouse,Business,Business Checking *9901,-222.37,Services
2025-05-20,Expense,Shopping Purchase,Personal,Travel Rewards *5541,-149.66,Shopping
2025-05-22,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2408.55,Services
2025-05-22,Expense,Supply Warehouse,Business,Business Checking *9901,-175.53,Services
2025-05-22,Expense,Food & Drink Purchase,Personal,Travel Rewards *5541,-177.69,Food & Drink
2025-05-23,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1699.65,Services
2025-05-23,Expense,Travel Purchase,Personal,Travel Rewards *5541,-55.04,Travel
2025-05-24,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2566.98,Services
2025-05-25,Expense,Shopping Purchase,Personal,Travel Rewards *5541,-73.63,Shopping
2025-05-26,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1665.15,Services
2025-05-26,Expense,Transport Purchase,Personal,Platinum Mastercard *1820,-17.29,Transport
2025-05-27,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1259.39,Services
2025-05-28,Expense,Travel Purchase,Personal,Travel Rewards *5541,-176.84,Travel
2025-05-29,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2751.7,Services
2025-05-29,Expense,Entertainment Purchase,Personal,Platinum Mastercard *1820,-185.86,Entertainment
2025-05-30,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1692.39,Services
2025-05-30,Expense,Supply Warehouse,Business,Business Checking *9901,-258.4,Services
2025-05-30,Expense,Shopping Purchase,Personal,Travel Rewards *5541,-198.75,Shopping
2025-05-31,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,928.71,Services
2025-06-01,Expense,Rent,Personal,Adv SafeBalance *2290,-2000.0,Bills
2025-06-01,Expense,Sub: Netflix,Personal,Travel Rewards *5541,-19.99,Entertainment
2025-06-01,Expense,Health Purchase,Personal,Platinum Mastercard *1820,-110.82,Health
2025-06-02,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2099.25,Services
2025-06-02,Expense,Entertainment Purchase,Personal,Platinum Mastercard *1820,-100.53,Entertainment
2025-06-03,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1279.0,Services
2025-06-03,Expense,Sub: Spotify,Personal,Travel Rewards *5541,-10.99,Entertainment
2025-06-04,Expense,Entertainment Purchase,Personal,Platinum Mastercard *1820,-104.16,Entertainment
2025-06-05,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2116.52,Services
2025-06-05,Expense,Sub: YouTube Premium,Personal,Travel Rewards *5541,-13.99,Entertainment
2025-06-06,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1541.86,Services
2025-06-07,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1785.79,Services
2025-06-07,Expense,Sub: Amazon Prime,Personal,Platinum Mastercard *1820,-14.99,Shopping
2025-06-07,Expense,Travel Purchase,Personal,Platinum Mastercard *1820,-100.26,Travel
2025-06-08,Expense,Supply Warehouse,Business,Business Checking *9901,-518.47,Services
2025-06-08,Expense,Shopping Purchase,Personal,Platinum Mastercard *1820,-187.24,Shopping
2025-06-09,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1384.3,Services
2025-06-09,Expense,Supply Warehouse,Business,Business Checking *9901,-412.68,Services
2025-06-09,Expense,Sub: Adobe CC,Business,Business Checking *9901,-54.99,Services
2025-06-09,Expense,Shopping Purchase,Personal,Platinum Mastercard *1820,-101.66,Shopping
2025-06-10,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2874.72,Services
2025-06-10,Transfer,Owner Payout,Business,Business Checking *9901,-6666.67,Bills
2025-06-10,Transfer,Transfer from Business,Personal,Adv SafeBalance *2290,6666.67,Services
2025-06-10,Expense,Transport Purchase,Personal,Platinum Mastercard *1820,-133.1,Transport
2025-06-11,Expense,Sub: ChatGPT Plus,Business,Business Checking *9901,-20.0,Services
2025-06-12,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2148.89,Services
2025-06-12,Expense,Supply Warehouse,Business,Business Checking *9901,-223.88,Services
2025-06-12,Transfer,CC Pmt 1820,Personal,Adv SafeBalance *2290,-1769.37,Bills
2025-06-12,Payment,Payment Received,Personal,Platinum Mastercard *1820,1769.37,Bills
2025-06-12,Transfer,CC Pmt 5541,Personal,Adv SafeBalance *2290,-1599.26,Bills
2025-06-12,Payment,Payment Received,Personal,Travel Rewards *5541,1599.26,Bills
2025-06-12,Expense,Shopping Purchase,Personal,Platinum Mastercard *1820,-107.38,Shopping
2025-06-13,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1610.16,Services
2025-06-13,Expense,Sub: iCloud+,Personal,Platinum Mastercard *1820,-9.99,Bills
2025-06-14,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1264.56,Services
2025-06-15,Expense,Sub: Hulu,Personal,Travel Rewards *5541,-14.99,Entertainment
2025-06-16,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1776.36,Services
2025-06-16,Expense,Shopping Purchase,Personal,Platinum Mastercard *1820,-176.81,Shopping
2025-06-17,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1343.67,Services
2025-06-17,Expense,Sub: Microsoft 365,Business,Business Checking *9901,-6.99,Services
2025-06-17,Expense,Health Purchase,Personal,Travel Rewards *5541,-186.58,Health
2025-06-18,Expense,Supply Warehouse,Business,Business Checking *9901,-386.98,Services
2025-06-18,Expense,Entertainment Purchase,Personal,Platinum Mastercard *1820,-102.67,Entertainment
2025-06-19,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1035.7,Services
2025-06-19,Expense,Sub: Playstation Plus,Personal,Platinum Mastercard *1820,-14.99,Entertainment
2025-06-20,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2570.95,Services
2025-06-20,Expense,Health Purchase,Personal,Platinum Mastercard *1820,-111.95,Health
2025-06-21,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2763.24,Services
2025-06-21,Expense,Supply Warehouse,Business,Business Checking *9901,-409.59,Services
2025-06-22,Expense,Transport Purchase,Personal,Platinum Mastercard *1820,-136.29,Transport
2025-06-23,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2358.23,Services
2025-06-24,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2128.32,Services
2025-06-24,Expense,Transport Purchase,Personal,Platinum Mastercard *1820,-53.68,Transport
2025-06-25,Expense,Travel Purchase,Personal,Travel Rewards *5541,-19.49,Travel
2025-06-26,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1873.68,Services
2025-06-26,Expense,Transport Purchase,Personal,Travel Rewards *5541,-113.2,Transport
2025-06-27,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2121.7,Services
2025-06-28,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1100.18,Services
2025-06-28,Expense,Supply Warehouse,Business,Business Checking *9901,-426.37,Services
2025-06-28,Expense,Travel Purchase,Personal,Travel Rewards *5541,-98.52,Travel
2025-06-29,Expense,Shopping Purchase,Personal,Platinum Mastercard *1820,-199.86,Shopping
2025-06-30,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1272.54,Services
